Genotype,Envir,Management,Row,Position,Flowering_end,R,P,Flowering_end_spats_residuals,Flowering_end_spats_geno_pred_values,Flowering_end_spats_adj_pheno
697,ESP_2020_1,1,2,122,108,2,122,2.11883710193084,105.042722780958,107.161559882888
71,ESP_2020_1,1,1,27,106,1,27,-2.26602482190926,108.000953081195,105.734928259286
71,ESP_2020_1,1,7,116,111,7,116,3.24032045082478,108.000953081195,111.24127353202
722,ESP_2020_1,1,9,74,106,9,74,0.115070775228034,106.164698440207,106.279769215435
722,ESP_2020_1,1,9,30,106,9,30,-1.28280105388858,106.164698440207,104.881897386318
737,ESP_2020_1,1,4,39,108,4,39,3.05082248480245,105.181294550857,108.232117035659
737,ESP_2020_1,1,2,127,101,2,127,-5.3657120743656,105.181294550857,99.815582476491
739,ESP_2020_1,1,9,27,106,9,27,-1.48077458325102,106.630664716038,105.149890132787
739,ESP_2020_1,1,9,85,108,9,85,1.64805215480891,106.630664716038,108.278716870846
739,ESP_2020_1,1,5,127,106,5,127,-0.330515794311509,106.630664716038,106.300148921726
739,ESP_2020_1,1,9,41,100,9,41,-7.50708115605255,106.630664716038,99.123583559985
739,ESP_2020_1,1,3,115,104,3,115,-3.14595708139603,106.630664716038,103.484707634642
739,ESP_2020_1,1,6,88,106,6,88,-0.367899516018653,106.630664716038,106.262765200019
739,ESP_2020_1,1,5,105,97,5,105,-9.37186359649006,106.630664716038,97.2588011195475
739,ESP_2020_1,1,2,11,106,2,11,-1.04862038006233,106.630664716038,105.582044335975
739,ESP_2020_1,1,6,123,106,6,123,0.377445312393988,106.630664716038,107.008110028432
739,ESP_2020_1,1,7,7,108,7,7,2.10171955250497,106.630664716038,108.732384268543
739,ESP_2020_1,1,1,28,108,1,28,0.85404518482143,106.630664716038,107.484709900859
739,ESP_2020_1,1,7,8,108,7,8,2.10895486661892,106.630664716038,108.739619582657
739,ESP_2020_1,1,7,61,100,7,61,-4.78984106638885,106.630664716038,101.840823649649
739,ESP_2020_1,1,7,69,108,7,69,2.83000803358637,106.630664716038,109.460672749624
739,ESP_2020_1,1,6,108,106,6,108,0.18949686687472,106.630664716038,106.820161582912
739,ESP_2020_1,1,4,22,106,4,22,0.442161060982244,106.630664716038,107.07282577702
739,ESP_2020_1,1,1,113,118,1,113,10.7142501656515,106.630664716038,117.344914881689
739,ESP_2020_1,1,6,50,111,6,50,6.15224820611428,106.630664716038,112.782912922152
74,ESP_2020_1,1,3,6,114,3,6,3.63963126880741,110.285815706449,113.925446975257
740,ESP_2020_1,1,5,94,106,5,94,-2.50016697206719,108.312939915303,105.812772943236
740,ESP_2020_1,1,3,125,114,3,125,4.40333159380464,108.312939915303,112.716271509107
740,ESP_2020_1,1,3,22,106,3,22,-3.49789202664979,108.312939915303,104.815047888653
740,ESP_2020_1,1,5,51,111,5,51,2.93296160016975,108.312939915303,111.245901515473
743,ESP_2020_1,1,2,42,120,2,42,7.68588766783149,110.610877157286,118.296764825118
743,ESP_2020_1,1,2,74,108,2,74,-2.10879991747882,110.610877157286,108.502077239808
743,ESP_2020_1,1,5,43,106,5,43,-3.95427327189937,110.610877157286,106.656603885387
743,ESP_2020_1,1,7,67,108,7,67,-0.97232525463545,110.610877157286,109.638551902651
743,ESP_2020_1,1,1,53,111,1,53,0.801193588927333,110.610877157286,111.412070746214
743,ESP_2020_1,1,7,77,112,7,77,2.56713881109555,110.610877157286,113.178015968382
748,ESP_2020_1,1,7,37,104,7,37,-1.08886460247209,106.011670741669,104.922806139197
748,ESP_2020_1,1,8,104,106,8,104,-0.257375392394152,106.011670741669,105.754295349275
75,ESP_2020_1,1,7,22,106,7,22,-1.83316941019132,108.663716111797,106.830546701606
75,ESP_2020_1,1,1,115,113,1,115,3.58059069959077,108.663716111797,112.244306811388
750,ESP_2020_1,1,3,106,111,3,106,2.14234643896967,109.002266236787,111.144612675757
764,ESP_2020_1,1,8,86,111,8,86,1.9976889003903,109.097009942064,111.094698842455
764,ESP_2020_1,1,6,13,108,6,13,0.255177869885074,109.097009942064,109.352187811949
77,ESP_2020_1,1,7,71,94,7,71,-5.07018252564521,100.834303478292,95.7641209526466
77,ESP_2020_1,1,2,38,100,2,38,-2.31555469560519,100.834303478292,98.5187487826867
779,ESP_2020_1,1,7,34,97,7,34,-4.00462687725393,102.131243356437,98.1266164791831
779,ESP_2020_1,1,8,73,100,8,73,-1.86820534839195,102.131243356437,100.263038008045
7828,ESP_2020_1,1,7,57,106,7,57,-0.761028200266011,108.46184501958,107.700816819314
7828,ESP_2020_1,1,6,48,108,6,48,1.30591917985367,108.46184501958,109.767764199434
7828,ESP_2020_1,1,6,86,106,6,86,-2.17225502894763,108.46184501958,106.289589990632
7828,ESP_2020_1,1,3,96,111,3,96,3.139298876334,108.46184501958,111.601143895914
786,ESP_2020_1,1,4,34,106,4,34,0.115957124072665,106.658221011829,106.774178135902
786,ESP_2020_1,1,8,66,106,8,66,-0.707983951375411,106.658221011829,105.950237060454
787,ESP_2020_1,1,7,75,97,7,75,-5.39173865834583,103.869178160059,98.4774395017134
787,ESP_2020_1,1,7,46,104,7,46,1.54624038297997,103.869178160059,105.415418543039
8,ESP_2020_1,1,5,41,111,5,41,2.38788606898964,109.212755420684,111.600641489673
80,ESP_2020_1,1,9,17,111,9,17,-0.738157027244768,110.70022560012,109.962068572876
80,ESP_2020_1,1,9,97,111,9,97,0.875772735129985,110.70022560012,111.57599833525
80,ESP_2020_1,1,6,38,104,6,38,-4.79099159909362,110.70022560012,105.909234001027
80,ESP_2020_1,1,4,101,118,4,101,8.77642417026218,110.70022560012,119.476649770382
809,ESP_2020_1,1,9,115,119,9,115,5.17411188205874,113.471665045272,118.645776927331
809,ESP_2020_1,1,7,25,115,7,25,2.1818731369646,113.471665045272,115.653538182236
81,ESP_2020_1,1,4,54,106,4,54,-0.961666746408028,107.28229399986,106.320627253452
81,ESP_2020_1,1,1,89,108,1,89,1.09763291024031,107.28229399986,108.3799269101
810,ESP_2020_1,1,8,47,118,8,47,7.46685421189878,109.87606178415,117.342915996049
810,ESP_2020_1,1,4,94,104,4,94,-4.30520867432074,109.87606178415,105.570853109829
82,ESP_2020_1,1,7,29,94,7,29,-4.46152350741899,99.4300342141615,94.9685107067425
82,ESP_2020_1,1,9,62,100,9,62,0.224168083820899,99.4300342141615,99.6542022979824
82,ESP_2020_1,1,2,76,94,2,76,-4.78648856010003,99.4300342141615,94.6435456540615
89,ESP_2020_1,1,3,17,106,3,17,-1.48795076818081,106.553636397131,105.065685628951
89,ESP_2020_1,1,4,93,106,4,93,0.773924001863321,106.553636397131,107.327560398995
9,ESP_2020_1,1,3,64,118,3,64,4.84756939741109,111.321322320459,116.168891717871
929,ESP_2020_1,1,5,75,104,5,75,-1.56442571089822,105.360494980679,103.79606926978
929,ESP_2020_1,1,8,22,106,8,22,-0.541423174418796,105.360494980679,104.81907180626
93,ESP_2020_1,1,8,4,106,8,4,-1.05216088034922,106.315238542332,105.263077661983
93,ESP_2020_1,1,7,123,106,7,123,0.0600384894426327,106.315238542332,106.375277031775
94,ESP_2020_1,1,2,85,106,2,85,-3.4204994931951,110.067085025819,106.646585532624
94,ESP_2020_1,1,8,30,118,8,30,6.80497726954361,110.067085025819,116.872062295363
95,ESP_2020_1,1,7,124,106,7,124,1.85338223302631,104.629038520159,106.482420753185
95,ESP_2020_1,1,8,57,100,8,57,-4.81248896925497,104.629038520159,99.8165495509041
950,ESP_2020_1,1,5,6,106,5,6,-0.756625882871504,107.43602613007,106.679400247199
950,ESP_2020_1,1,6,72,108,6,72,1.07192349583246,107.43602613007,108.507949625902
953,ESP_2020_1,1,6,78,108,6,78,2.89978958607179,105.796392684618,108.696182270689
953,ESP_2020_1,1,7,42,100,7,42,-4.49715552242952,105.796392684618,101.299237162188
97,ESP_2020_1,1,9,78,106,9,78,-0.372601256214864,106.771933799446,106.399332543231
97,ESP_2020_1,1,7,16,106,7,16,-0.086777445027181,106.771933799446,106.685156354419
997,ESP_2020_1,1,6,79,106,6,79,-0.794802810392056,107.695878350955,106.901075540563
997,ESP_2020_1,1,4,20,108,4,20,1.41322297338105,107.695878350955,109.109101324336
ACW_25358,ESP_2020_1,1,9,99,100,9,99,-4.13534983386279,104.793285991009,100.657936157147
ACW_25358,ESP_2020_1,1,4,51,106,4,51,1.36784089129604,104.793285991009,106.161126882305
ACW_25363,ESP_2020_1,1,1,50,98,1,50,-3.81657061718948,102.176378864993,98.3598082478033
ACW_25363,ESP_2020_1,1,5,104,100,5,104,-2.00361018064214,102.176378864993,100.172768684351
ACW_25365,ESP_2020_1,1,4,7,111,4,7,2.93042815201046,109.380966910931,112.311395062941
ACW_25365,ESP_2020_1,1,6,73,108,6,73,-0.346320185458751,109.380966910931,109.034646725472
ACW_25366,ESP_2020_1,1,1,34,100,1,34,-2.7968393361698,102.507922784306,99.7110834481364
ACW_25366,ESP_2020_1,1,3,77,100,3,77,-2.63658918405478,102.507922784306,99.8713336002514
ACW_25368,ESP_2020_1,1,8,38,100,8,38,-4.18189862614057,103.580798498937,99.3988998727967
ACW_25371,ESP_2020_1,1,5,102,97,5,102,-5.20888566118927,102.445313353465,97.236427692276
ACW_25371,ESP_2020_1,1,3,34,104,3,34,-0.297577949009408,102.445313353465,102.147735404456
ACW_25372,ESP_2020_1,1,6,26,108,6,26,5.71748010577655,103.556128996589,109.273609102365
ACW_25372,ESP_2020_1,1,1,79,93,1,79,-9.92815617485859,103.556128996589,93.6279728217303
ACW_25375,ESP_2020_1,1,6,104,104,6,104,0.385597004735246,104.277911621176,104.663508625911
ACW_25375,ESP_2020_1,1,5,50,100,5,50,-3.75429993621911,104.277911621176,100.523611684957
ACW_25454,ESP_2020_1,1,1,116,106,1,116,-0.964185034745498,105.981886032502,105.017700997756
ACW_25454,ESP_2020_1,1,4,5,104,4,5,-0.416799388949798,105.981886032502,105.565086643552
ACW_25469,ESP_2020_1,1,8,11,100,8,11,-5.25390325820059,104.18920695352,98.9353036953195
ACW_25469,ESP_2020_1,1,8,99,106,8,99,1.78172464747286,104.18920695352,105.970931600993
ACW_25580,ESP_2020_1,1,8,65,113,8,65,4.58997833474585,108.437918239275,113.02789657402
ACW_25580,ESP_2020_1,1,6,126,104,6,126,-3.10595455134677,108.437918239275,105.331963687928
ACW_25581,ESP_2020_1,1,2,28,111,2,28,3.64173517173076,105.693956622693,109.335691794423
ACW_25581,ESP_2020_1,1,6,92,100,6,92,-5.35859471949476,105.693956622693,100.335361903198
ACW_25584,ESP_2020_1,1,9,52,106,9,52,1.84560287504208,103.659607745822,105.505210620865
ACW_25584,ESP_2020_1,1,7,112,97,7,112,-5.9355690181729,103.659607745822,97.7240387276495
ACW_25586,ESP_2020_1,1,8,50,111,8,50,1.2209240425765,109.390911667858,110.611835710434
ACW_25586,ESP_2020_1,1,9,111,111,9,111,1.37478467177256,109.390911667858,110.76569633963
ACW_25591,ESP_2020_1,1,7,6,104,7,6,2.21344976342316,102.540627332051,104.754077095474
ACW_25591,ESP_2020_1,1,6,114,94,6,114,-7.60872780767289,102.540627332051,94.9318995243783
ACW_25592,ESP_2020_1,1,3,78,106,3,78,-3.48150686488941,109.658985527203,106.177478662314
ACW_25592,ESP_2020_1,1,2,35,118,2,35,6.38992882665154,109.658985527203,116.048914353855
ACW_25607,ESP_2020_1,1,5,36,106,5,36,-0.814316333276778,107.431359675164,106.617043341887
ACW_25607,ESP_2020_1,1,7,114,108,7,114,1.12417043797734,107.431359675164,108.555530113141
ACW_25619,ESP_2020_1,1,4,10,111,4,10,4.02781868159148,108.197709814492,112.225528496084
ACW_25619,ESP_2020_1,1,4,83,104,4,83,-2.82400258704801,108.197709814492,105.373707227444
ACW_25622,ESP_2020_1,1,5,83,108,5,83,1.72978814284323,105.976127952589,107.705916095432
ACW_25622,ESP_2020_1,1,8,18,104,8,18,-3.11748947609743,105.976127952589,102.858638476492
ACW_25628,ESP_2020_1,1,1,77,115,1,77,4.15833339897644,111.017836947331,115.176170346307
ACW_25628,ESP_2020_1,1,3,1,111,3,1,0.33521454775935,111.017836947331,111.35305149509
DLO_12_066,ESP_2020_1,1,7,128,118,7,128,6.75154498008681,111.566564288782,118.318109268869
DLO_12_066,ESP_2020_1,1,3,65,111,3,65,-1.61789616969739,111.566564288782,109.948668119085
DLO_12_084,ESP_2020_1,1,7,111,105,7,111,-1.76318056920852,107.102751179944,105.339570610735
DLO_12_084,ESP_2020_1,1,4,25,108,4,25,1.68970662424817,107.102751179944,108.792457804192
DLO_12_120,ESP_2020_1,1,9,50,100,9,50,-2.89187981748907,102.311396894396,99.4195170769064
DLO_12_120,ESP_2020_1,1,8,110,100,8,110,-2.77079988517053,102.311396894396,99.540597009225
DLO_12_140,ESP_2020_1,1,8,31,106,8,31,-2.04039417891762,106.996755222621,104.956361043703
DLO_12_140,ESP_2020_1,1,7,99,108,7,99,1.84327393697093,106.996755222621,108.840029159592
DLO_12_141,ESP_2020_1,1,5,26,106,5,26,0.413159565859544,106.040824997859,106.453984563719
DLO_12_141,ESP_2020_1,1,3,107,104,3,107,-1.72539056726619,106.040824997859,104.315434430593
DLO_12_162,ESP_2020_1,1,1,2,101,1,2,-3.24325924459885,104.429020948519,101.18576170392
DLO_12_162,ESP_2020_1,1,2,106,104,2,106,0.050828212894487,104.429020948519,104.479849161413
DLO_12_221,ESP_2020_1,1,2,93,104,2,93,-2.30317107467205,107.114137574837,104.810966500165
DLO_12_221,ESP_2020_1,1,4,6,108,4,6,2.24297957557297,107.114137574837,109.35711715041
DLO_12_233,ESP_2020_1,1,8,39,118,8,39,6.63132469365225,110.17991901492,116.811243708572
DLO_12_233,ESP_2020_1,1,2,95,106,2,95,-3.11522392639866,110.17991901492,107.064695088522
DLO_12_259,ESP_2020_1,1,6,106,111,6,106,2.13526163585806,109.395226503381,111.530488139239
DLO_12_259,ESP_2020_1,1,7,55,108,7,55,0.465480416063713,109.395226503381,109.860706919445
DLO_12_289,ESP_2020_1,1,1,65,100,1,65,-3.58367404517007,104.093627339744,100.509953294574
FuGa_015,ESP_2020_1,1,9,81,108,9,81,1.50033275044578,106.931168418119,108.431501168565
FuGa_015,ESP_2020_1,1,8,9,106,8,9,-1.77396124527947,106.931168418119,105.15720717284
FuGa_016,ESP_2020_1,1,4,119,106,4,119,-0.197529883569445,106.922735233955,106.725205350386
FuGa_016,ESP_2020_1,1,9,23,108,9,23,-0.0859360807308036,106.922735233955,106.836799153224
FuGa_140,ESP_2020_1,1,6,121,118,6,121,4.27170784346939,114.589217361483,118.860925204952
FuGa_140,ESP_2020_1,1,2,54,120,2,54,4.38792317375074,114.589217361483,118.977140535234
FuGa_187,ESP_2020_1,1,4,96,104,4,96,-0.554508643526489,106.001211906488,105.446703262962
FuGa_187,ESP_2020_1,1,4,14,104,4,14,-0.803931781181973,106.001211906488,105.197280125306
FuGa_215,ESP_2020_1,1,5,38,100,5,38,-3.31143685268678,104.198506088048,100.887069235361
FuGa_215,ESP_2020_1,1,5,99,104,5,99,-0.149894141031496,104.198506088048,104.048611947017
FuGa_217,ESP_2020_1,1,8,15,108,8,15,0.114420434468329,106.456816518458,106.571236952926
FuGa_217,ESP_2020_1,1,4,97,104,4,97,-0.941389427783406,106.456816518458,105.515427090674
FuGa_243,ESP_2020_1,1,9,51,111,9,51,-0.236190673051951,110.426759131637,110.190568458585
FuGa_243,ESP_2020_1,1,3,98,114,3,98,4.040235123733,110.426759131637,114.46699425537
FuGa_270,ESP_2020_1,1,3,31,108,3,31,0.196508009160851,106.090600963287,106.287108972447
FuGa_270,ESP_2020_1,1,8,128,106,8,128,-1.45067440169467,106.090600963287,104.639926561592
FuGa_275,ESP_2020_1,1,9,49,100,9,49,-4.11143645084981,103.535842619645,99.4244061687949
FuGa_275,ESP_2020_1,1,1,114,104,1,114,-0.122904062158355,103.535842619645,103.412938557486
FuGa_352,ESP_2020_1,1,6,95,106,6,95,2.14147478854299,104.241750422493,106.383225211036
FuGa_352,ESP_2020_1,1,7,58,97,7,58,-5.5523604449598,104.241750422493,98.6893899775331
FuPi_005,ESP_2020_1,1,1,23,118,1,23,7.40765288422912,109.958625508574,117.366278392804
FuPi_005,ESP_2020_1,1,5,76,106,5,76,-4.14969519429715,109.958625508574,105.808930314277
FuPi_013,ESP_2020_1,1,5,112,104,5,112,-0.965868964638787,105.37049217066,104.404623206021
FuPi_013,ESP_2020_1,1,4,40,104,4,40,-1.12831800872718,105.37049217066,104.242174161933
FuPi_023,ESP_2020_1,1,2,60,101,2,60,-4.46473344375767,104.812058755748,100.347325311991
FuPi_023,ESP_2020_1,1,1,73,106,1,73,1.71912328773755,104.812058755748,106.531182043486
FuPi_052,ESP_2020_1,1,8,35,118,8,35,5.58421651589403,111.273439458273,116.857655974167
FuPi_052,ESP_2020_1,1,8,112,111,8,112,-0.79250338647708,111.273439458273,110.480936071796
FuPi_054,ESP_2020_1,1,6,59,106,6,59,-1.16487002364977,108.631171693942,107.466301670292
FuPi_054,ESP_2020_1,1,7,106,111,7,106,2.87432763163093,108.631171693942,111.505499325573
FuPi_087,ESP_2020_1,1,3,104,106,3,104,-1.5933312851091,108.063779429289,106.47044814418
FuPi_087,ESP_2020_1,1,8,52,111,8,52,2.64091504209299,108.063779429289,110.704694471382
FuPi_097,ESP_2020_1,1,4,11,104,4,11,-0.329717751198373,105.560392079247,105.230674328049
FuPi_097,ESP_2020_1,1,5,106,104,5,106,-1.5429473727683,105.560392079247,104.017444706479
FuPi_106,ESP_2020_1,1,8,40,108,8,40,0.211881966515136,106.671971528657,106.883853495172
FuPi_106,ESP_2020_1,1,9,65,106,9,65,-0.78786855482862,106.671971528657,105.884102973828
FuPi_107,ESP_2020_1,1,2,44,104,2,44,-3.70800225885334,106.189920635152,102.481918376299
FuPi_107,ESP_2020_1,1,6,105,108,6,105,2.56969414954436,106.189920635152,108.759614784697
FuPi_114,ESP_2020_1,1,1,120,106,1,120,-4.9814592201429,109.914068885134,104.932609664992
FuPi_114,ESP_2020_1,1,1,46,118,1,46,8.18744076274105,109.914068885134,118.101509647876
GaCr_002,ESP_2020_1,1,3,14,100,3,14,-4.19818163927188,103.566839863644,99.3686582243726
GaCr_010,ESP_2020_1,1,7,101,106,7,101,0.870269656347531,105.831868922225,106.702138578572
GaCr_010,ESP_2020_1,1,9,6,104,9,6,-2.4262518878743,105.831868922225,103.40561703435
GaCr_017,ESP_2020_1,1,8,123,108,8,123,-0.390744403862811,107.199572575587,106.808828171725
GaCr_017,ESP_2020_1,1,9,58,108,9,58,0.430214455474399,107.199572575587,107.629787031062
GaCr_041,ESP_2020_1,1,8,91,106,8,91,1.04161722335412,105.043932864485,106.08555008784
GaCr_041,ESP_2020_1,1,6,17,100,6,17,-3.51674182844675,105.043932864485,101.527191036039
GaCr_043,ESP_2020_1,1,8,125,108,8,125,0.287571553351512,106.44729734718,106.734868900531
GaCr_043,ESP_2020_1,1,8,45,106,8,45,-1.12564484072317,106.44729734718,105.321652506456
GaCr_052,ESP_2020_1,1,6,7,104,6,7,-0.939335175391079,106.398711457228,105.459376281837
GaCr_052,ESP_2020_1,1,7,119,106,7,119,0.0445855247876779,106.398711457228,106.443296982016
GaCr_055,ESP_2020_1,1,3,58,118,3,58,4.96649023461757,111.423267370918,116.389757605535
GaCr_056,ESP_2020_1,1,1,5,108,1,5,-0.278786873690777,108.335448747452,108.056661873761
GaCr_056,ESP_2020_1,1,8,119,111,8,119,1.64327804907255,108.335448747452,109.978726796524
GaCr_057,ESP_2020_1,1,8,122,111,8,122,1.12117862653616,108.71464239835,109.835821024886
GaCr_057,ESP_2020_1,1,7,47,108,7,47,0.685649143172441,108.71464239835,109.400291541522
GaCr_061,ESP_2020_1,1,9,24,106,9,24,0.211334500859337,104.681575379342,104.892909880201
GaCr_061,ESP_2020_1,1,4,92,100,4,92,-3.10915599322261,104.681575379342,101.572419386119
GaPi_007,ESP_2020_1,1,9,73,106,9,73,-0.750901859835153,107.041197527961,106.290295668126
GaPi_007,ESP_2020_1,1,6,18,106,6,18,0.605624410987659,107.041197527961,107.646821938948
GaPi_014,ESP_2020_1,1,5,14,108,5,14,0.696075212744248,108.0591962067,108.755271419445
GaPi_014,ESP_2020_1,1,1,66,108,1,66,0.346162128058253,108.0591962067,108.405358334759
GaPi_017,ESP_2020_1,1,5,48,106,5,48,-1.58889659459409,108.128037938378,106.539141343783
GaPi_017,ESP_2020_1,1,2,72,111,2,72,2.71143912264196,108.128037938378,110.839477061019
GaPi_028,ESP_2020_1,1,8,87,111,8,87,0.767761768668947,110.242573602377,111.010335371046
GaPi_028,ESP_2020_1,1,2,6,113,2,6,2.82142676460835,110.242573602377,113.064000366985
GaPi_033,ESP_2020_1,1,8,44,104,8,44,-3.62846056906932,107.01624500754,103.38778443847
GaPi_033,ESP_2020_1,1,8,109,111,8,109,3.45407553132398,107.01624500754,110.470320538864
GaPi_035,ESP_2020_1,1,4,115,118,4,115,7.14251305570623,111.689378273473,118.831891329179
GaPi_035,ESP_2020_1,1,8,20,111,8,20,-1.86559940004608,111.689378273473,109.823778873427
GaPi_038,ESP_2020_1,1,7,86,118,7,86,6.37126766541603,112.627514746142,118.998782411558
GaPi_051,ESP_2020_1,1,5,62,111,5,62,1.46114821359062,109.589928741235,111.051076954825
GaPi_051,ESP_2020_1,1,5,90,111,5,90,1.36671769601189,109.589928741235,110.956646437247
GaPi_056,ESP_2020_1,1,7,20,111,7,20,2.50150050701049,109.310151553177,111.811652060188
I_BB002,ESP_2020_1,1,9,102,106,9,102,-0.395371912989916,107.052935063879,106.657563150889
I_BB002,ESP_2020_1,1,9,8,108,9,8,0.263786522676213,107.052935063879,107.316721586555
I_BB012,ESP_2020_1,1,8,102,111,8,102,-0.908932473114859,111.863624032934,110.954691559819
I_BB012,ESP_2020_1,1,5,39,118,5,39,6.3891071159604,111.863624032934,118.252731148895
I_BB015,ESP_2020_1,1,8,17,118,8,17,9.0334585219498,107.715338049858,116.748796571807
I_BB015,ESP_2020_1,1,3,70,100,3,70,-8.39233825066866,107.715338049858,99.322999799189
I_BB022,ESP_2020_1,1,5,44,108,5,44,-0.348554803914638,108.943967978407,108.595413174493
