Genotype,Envir,Management,Row,Position,Fruit_weight_single,R,P,Fruit_weight_single_spats_residuals,Fruit_weight_single_spats_geno_pred_values,Fruit_weight_single_spats_adj_pheno
12_I062,ESP_2018_1,1,5,13,171.25,5,13,7.53647924548963,162.464019161198,170.000498406687
12_I064,ESP_2018_1,1,7,118,131.82,7,118,-10.7160801603559,134.917649409504,124.201569249149
12_J001,ESP_2018_1,1,6,2,76,6,2,-27.2245714859035,108.727070535408,81.5024990495048
12_J004,ESP_2018_1,1,9,1,118.92,9,1,-16.5604789256461,135.367375165455,118.806896239809
12_J004,ESP_2018_1,1,2,113,142.5,2,113,6.12787068764314,135.367375165455,141.495245853098
12_J011,ESP_2018_1,1,6,4,95.2,6,4,-15.7742414917685,115.557581483171,99.7833399914029
12_J011,ESP_2018_1,1,4,80,102.62,4,80,-7.14491042810484,115.557581483171,108.412671055067
12_J013,ESP_2018_1,1,4,122,113.41,4,122,-12.8863514107886,121.794802807895,108.908451397107
12_J013,ESP_2018_1,1,8,21,118.33,8,21,-6.10134429233888,121.794802807895,115.693458515556
12_J015,ESP_2018_1,1,3,39,60,3,39,-32.4466222817258,100.442332060194,67.995709778468
12_J019,ESP_2018_1,1,6,77,98.36,6,77,-16.3934323916891,117.375601605014,100.982169213325
12_J019,ESP_2018_1,1,7,21,115.49,7,21,-5.37978191621306,117.375601605014,111.995819688801
12_J027,ESP_2018_1,1,5,18,94.8,5,18,-8.17128359734599,100.018374427166,91.84709082982
12_J027,ESP_2018_1,1,5,121,81.19,5,121,-24.5425683985787,100.018374427166,75.4758060285872
12_J028,ESP_2018_1,1,9,104,126.67,9,104,-14.9542109361117,130.959567782428,116.005356846316
12_J028,ESP_2018_1,1,6,25,134.48,6,25,1.74326586572397,130.959567782428,132.702833648152
12_J029,ESP_2018_1,1,6,3,93.33,6,3,-13.3429121121435,111.777410763704,98.4344986515604
12_J029,ESP_2018_1,1,3,116,97.68,3,116,-11.9589636043824,111.777410763704,99.8184471593216
12_J031,ESP_2018_1,1,5,113,172,5,113,49.8390132414989,119.360899203002,169.199912444501
12_J031,ESP_2018_1,1,9,13,46.75,9,13,-70.3608513071053,119.360899203002,49.0000478958968
12_K001,ESP_2018_1,1,1,56,183.75,1,56,20.1560867516379,172.445890686734,192.601977438372
12_K001,ESP_2018_1,1,7,90,170.59,7,90,-7.21730045919671,172.445890686734,165.228590227537
12_K010,ESP_2018_1,1,2,53,225.71,2,53,30.4793876537442,200.273903216343,230.753290870088
12_K016,ESP_2018_1,1,2,116,130.49,2,116,-11.7554266056447,141.082177535682,129.326750930037
12_K016,ESP_2018_1,1,2,17,139.31,2,17,4.92498255842389,141.082177535682,146.007160094106
12_K018,ESP_2018_1,1,6,113,129.03,6,113,-7.75984211783603,134.82701158212,127.067169464284
12_K018,ESP_2018_1,1,7,24,135.88,7,24,-3.01336903585701,134.82701158212,131.813642546263
12_K023,ESP_2018_1,1,5,42,223.73,5,42,23.6326142539815,196.939127414858,220.57174166884
12_K023,ESP_2018_1,1,8,113,212.09,8,113,4.74479170412667,196.939127414858,201.683919118985
12_K024,ESP_2018_1,1,5,126,182.89,5,126,1.98071957748547,173.296328889502,175.277048466987
12_K024,ESP_2018_1,1,1,25,170.22,1,25,11.4941164052204,173.296328889502,184.790445294722
12_K044,ESP_2018_1,1,4,88,98.97,4,88,-7.06363008154247,111.601788445635,104.538158364092
12_K044,ESP_2018_1,1,7,41,98.84,7,41,-18.3489442006146,111.601788445635,93.2528442450201
12_K045,ESP_2018_1,1,3,94,100.95,3,94,-21.8050118596924,129.367855613198,107.562843753506
12_K045,ESP_2018_1,1,4,2,133.33,4,2,7.59077600047486,129.367855613198,136.958631613673
12_K049,ESP_2018_1,1,5,54,40.95,5,54,-79.2154072585852,120.099334290783,40.8839270321979
12_K049,ESP_2018_1,1,9,103,190,9,103,59.1590208845854,120.099334290783,179.258355175368
12_L001,ESP_2018_1,1,4,26,135.14,4,26,-4.67429379261884,139.230565828836,134.556272036217
12_L001,ESP_2018_1,1,3,80,128.11,3,80,-3.32326137298199,139.230565828836,135.907304455854
12_L012,ESP_2018_1,1,4,89,147.69,4,89,2.47364553169169,150.705332991404,153.178978523096
12_L012,ESP_2018_1,1,4,55,144.62,4,55,-3.23840545910454,150.705332991404,147.4669275323
12_L013,ESP_2018_1,1,3,99,101.38,3,99,-8.22838956896079,115.528195277208,107.299805708247
12_L013,ESP_2018_1,1,6,14,100,6,14,-14.7092851154746,115.528195277208,100.818910161733
12_L018,ESP_2018_1,1,6,52,60,6,52,-54.7411688966404,114.470904172487,59.729735275847
12_L018,ESP_2018_1,1,8,129,156.25,8,129,31.1370606402413,114.470904172487,145.607964812729
12_L021,ESP_2018_1,1,6,56,130.29,6,56,-4.83330839932069,135.48231166986,130.64900327054
12_L021,ESP_2018_1,1,2,88,129.7,2,88,-5.5268528608936,135.48231166986,129.955458808967
12_N021,ESP_2018_1,1,9,18,138.33,9,18,-9.05978384023717,149.985515716688,140.925731876451
12_N021,ESP_2018_1,1,3,114,155.24,3,114,7.8413074335985,149.985515716688,157.826823150287
12_N034,ESP_2018_1,1,6,24,91.5,6,24,-61.2120404872144,150.981223352648,89.7691828654334
12_N034,ESP_2018_1,1,3,81,203.89,3,81,60.6211802531715,150.981223352648,211.602403605819
12_N039,ESP_2018_1,1,3,56,185.76,3,56,10.1254004766962,184.064098719014,194.18949919571
12_N039,ESP_2018_1,1,2,107,194.94,2,107,10.1365949529434,184.064098719014,194.200693671957
12_N041,ESP_2018_1,1,3,75,109.52,3,75,-6.69597105295281,124.304817361361,117.608846308408
12_N041,ESP_2018_1,1,2,52,108.37,2,52,-10.7096079019319,124.304817361361,113.595209459429
12_N046,ESP_2018_1,1,2,33,146.23,2,33,1.98749491351774,150.910735509805,152.898230423322
12_N046,ESP_2018_1,1,7,74,153.9,7,74,-2.62278516752039,150.910735509805,148.287950342284
12_N052,ESP_2018_1,1,5,63,154.55,5,63,-3.76668128748744,160.23798233706,156.471301049572
12_N052,ESP_2018_1,1,1,95,166.67,1,95,9.01055751083487,160.23798233706,169.248539847894
12_N054,ESP_2018_1,1,9,101,148.57,9,101,-5.42044142864683,143.319134509291,137.898693080644
12_N062,ESP_2018_1,1,6,15,138.82,6,15,3.88497557428391,135.297892722794,139.182868297078
12_N062,ESP_2018_1,1,2,109,121.67,2,109,-14.3613801066516,135.297892722794,120.936512616142
12_N063,ESP_2018_1,1,2,86,101.63,2,86,-4.46335870146933,106.569990595082,102.106631893613
12_N063,ESP_2018_1,1,1,9,68.84,1,9,-24.1208671721656,106.569990595082,82.4491234229166
12_O010,ESP_2018_1,1,4,19,158,4,19,11.371102311906,146.467416017728,157.838518329634
12_O010,ESP_2018_1,1,5,89,128.36,5,89,-14.8071134527669,146.467416017728,131.660302564961
12_O011,ESP_2018_1,1,8,14,210.4,8,14,17.5748657878077,191.063207591289,208.638073379097
12_O011,ESP_2018_1,1,6,102,197.73,6,102,7.09882014550391,191.063207591289,198.162027736793
12_O014,ESP_2018_1,1,1,64,121.29,1,64,-1.88245764427214,130.175036138643,128.292578494371
12_O014,ESP_2018_1,1,4,74,112.88,4,74,-11.8229947792487,130.175036138643,118.352041359394
12_O017,ESP_2018_1,1,9,68,95.38,9,68,-14.8977240282584,104.442151651271,89.544427623013
12_O017,ESP_2018_1,1,2,46,83.55,2,46,-15.027724997218,104.442151651271,89.4144266540534
12_O026,ESP_2018_1,1,1,86,89.25,1,86,-14.9183273217147,107.335825751646,92.4174984299316
12_O026,ESP_2018_1,1,2,19,87.37,2,19,-13.1831760012001,107.335825751646,94.1526497504462
12_O056,ESP_2018_1,1,2,58,155.47,2,58,8.30849485878161,151.559771861519,159.8682667203
12_O056,ESP_2018_1,1,7,95,148.5,7,95,-8.53468338831519,151.559771861519,143.025088473204
12_O061,ESP_2018_1,1,8,70,117.86,8,70,-16.2059566345481,124.775001691267,108.569045056718
12_O061,ESP_2018_1,1,3,51,115.56,3,51,-0.903254913988519,124.775001691267,123.871746777278
12_O063,ESP_2018_1,1,9,113,144.88,9,113,-14.1418398215124,148.715299049742,134.573459228229
12_O063,ESP_2018_1,1,4,37,160.81,4,37,12.1227182314034,148.715299049742,160.838017281145
12_O072,ESP_2018_1,1,1,105,136.67,1,105,1.07448380540464,138.453961865139,139.528445670544
12_O072,ESP_2018_1,1,4,1,125,4,1,-9.56154933500724,138.453961865139,128.892412530132
12_O074,ESP_2018_1,1,3,85,150.8,3,85,18.9704473886035,139.35545726828,158.325904656884
12_O074,ESP_2018_1,1,5,25,116.72,5,25,-26.8892807644103,139.35545726828,112.46617650387
12_P001,ESP_2018_1,1,3,11,150.59,3,11,-3.34353482032037,160.969081438756,157.625546618435
12_P001,ESP_2018_1,1,2,100,170.4,2,100,9.04823870373912,160.969081438756,170.017320142495
12_P002,ESP_2018_1,1,2,30,120,2,30,-9.70393788445875,136.5234043865,126.819466502042
12_P018,ESP_2018_1,1,8,67,160.62,8,67,-9.8617221797038,161.434848436718,151.573126257014
12_P018,ESP_2018_1,1,6,44,178.82,6,44,15.8600091291003,161.434848436718,177.294857565818
12_P025,ESP_2018_1,1,5,34,245.56,5,34,27.2934221163347,213.858698642752,241.152120759087
12_P025,ESP_2018_1,1,5,111,227.74,5,111,11.7487574685961,213.858698642752,225.607456111348
12_P027,ESP_2018_1,1,6,34,102.58,6,34,-64.4793447557786,164.735213360033,100.255868604255
12_P027,ESP_2018_1,1,8,94,247.69,8,94,72.5579234761059,164.735213360033,237.293136836139
12_P029,ESP_2018_1,1,4,123,209.63,4,123,51.4743630438915,153.280177761582,204.754540805473
12_P029,ESP_2018_1,1,9,12,100.59,9,12,-50.6161423278661,153.280177761582,102.664035433716
12_P034,ESP_2018_1,1,7,63,123.33,7,63,-8.22314371694388,125.470534983082,117.247391266138
12_P034,ESP_2018_1,1,7,88,122.37,7,88,-8.44765807479629,125.470534983082,117.022876908286
12_P055,ESP_2018_1,1,9,114,113.45,9,114,-9.44719703898522,112.605004102614,103.157807063629
12_P055,ESP_2018_1,1,7,43,102.95,7,43,-15.333028601681,112.605004102614,97.2719755009331
12_P056,ESP_2018_1,1,3,16,114.44,3,16,-33.0055457155522,154.374556314855,121.369010599303
12_P056,ESP_2018_1,1,4,103,186.4,4,103,34.5535770287556,154.374556314855,188.928133343611
1236,ESP_2018_1,1,2,104,114.17,2,104,-14.7902709044379,128.453980990219,113.663710085781
13_10,ESP_2018_1,1,3,122,141.58,3,122,-1.26929388998909,143.246489418493,141.977195528504
13_10,ESP_2018_1,1,7,19,142.14,7,19,-4.1969373189084,143.246489418493,139.049552099585
13_109,ESP_2018_1,1,1,35,147.83,1,35,10.3116569468183,150.93373410255,161.245391049369
13_109,ESP_2018_1,1,8,83,150,8,83,-10.9324506877555,150.93373410255,140.001283414795
13_139,ESP_2018_1,1,6,47,171.54,6,47,14.441058334516,156.030485813653,170.471544148169
13_139,ESP_2018_1,1,2,68,141.36,2,68,-11.8492586533795,156.030485813653,144.181227160274
13_32,ESP_2018_1,1,5,57,106.25,5,57,-11.0626339787231,117.869473106733,106.80683912801
13_32,ESP_2018_1,1,2,89,107.27,2,89,-10.3992823834078,117.869473106733,107.470190723326
13_35,ESP_2018_1,1,1,32,120.93,1,32,-2.16842962893796,137.025977188357,134.857547559419
13_35,ESP_2018_1,1,2,97,130,2,97,-7.21872569108047,137.025977188357,129.807251497277
13_38,ESP_2018_1,1,8,81,262.67,8,81,25.6864970850437,227.034479385732,252.720976470776
13_38,ESP_2018_1,1,2,20,241.9,2,20,21.6606635829102,227.034479385732,248.695142968643
130,ESP_2018_1,1,6,49,126.67,6,49,2.58502265636041,123.298927942739,125.883950599099
130,ESP_2018_1,1,1,75,97.83,1,75,-20.624635582835,123.298927942739,102.674292359904
131,ESP_2018_1,1,9,42,120,9,42,-12.2278196884543,132.519287707822,120.291468019368
133,ESP_2018_1,1,6,112,190,6,112,14.0180577723187,174.158145565927,188.176203338246
135,ESP_2018_1,1,8,2,121.18,8,2,-16.3304944726169,137.086950935679,120.756456463062
135,ESP_2018_1,1,5,116,126.25,5,116,-14.6742594416793,137.086950935679,122.412691493999
135,ESP_2018_1,1,6,124,170,6,124,28.2013622285946,137.086950935679,165.288313164273
135,ESP_2018_1,1,6,23,132,6,23,-6.54533055562968,137.086950935679,130.541620380049
1377,ESP_2018_1,1,6,30,66.67,6,30,-30.1256667269241,94.5588724594838,64.4332057325596
1377,ESP_2018_1,1,6,93,86.67,6,93,-6.02942806506711,94.5588724594838,88.5294443944167
141,ESP_2018_1,1,3,60,170,3,60,13.860774651228,164.519623117797,178.380397769025
141,ESP_2018_1,1,6,85,156,6,85,-5.91808714815645,164.519623117797,158.601535969641
143,ESP_2018_1,1,5,15,158.82,5,15,19.3267329921635,137.369910818872,156.696643811036
143,ESP_2018_1,1,8,96,119.2,8,96,-28.4970994667267,137.369910818872,108.872811352146
1446,ESP_2018_1,1,5,10,174.55,5,10,20.132354185496,154.243637418284,174.37599160378
1446,ESP_2018_1,1,3,86,128.1,3,86,-18.6668438993678,154.243637418284,135.576793518916
1448,ESP_2018_1,1,5,74,110.91,5,74,-17.8126578562969,132.251528707229,114.438870850932
1448,ESP_2018_1,1,3,35,130,3,35,5.41606384789048,132.251528707229,137.667592555119
1478,ESP_2018_1,1,1,47,178.62,1,47,13.6525582326115,175.89287556457,189.545433797182
1478,ESP_2018_1,1,1,129,171.38,1,129,1.45893757604969,175.89287556457,177.35181314062
1481,ESP_2018_1,1,8,53,197.65,8,53,28.3821115564381,161.621750889979,190.003862446417
1481,ESP_2018_1,1,5,124,146.25,5,124,-22.2660159269352,161.621750889979,139.355734963044
149,ESP_2018_1,1,5,77,240,5,77,35.4870029915732,208.218441689921,243.705444681495
15,ESP_2018_1,1,1,51,293.33,1,51,58.5284411758926,244.773484318507,303.3019254944
152,ESP_2018_1,1,8,13,191.43,8,13,14.6657942890455,175.185773954035,189.851568243081
163,ESP_2018_1,1,8,56,160,8,56,0.0391074216516643,151.98066159623,152.019769017882
17,ESP_2018_1,1,2,105,224,2,105,14.9930339709083,208.454152833857,223.447186804766
17,ESP_2018_1,1,2,1,223.53,2,1,20.6425428797502,208.454152833857,229.096695713608
170,ESP_2018_1,1,6,80,182.22,6,80,12.7483426282637,172.143753458725,184.892096086989
173,ESP_2018_1,1,4,85,82.22,4,85,-25.8606443282289,113.878696624067,88.0180522958384
173,ESP_2018_1,1,3,8,108.57,3,8,1.88325477770479,113.878696624067,115.761951401772
1870,ESP_2018_1,1,1,10,112.73,1,10,-9.79691939961458,136.375890015956,126.578970616342
1872,ESP_2018_1,1,2,119,143.33,2,119,-23.3810356585303,165.294612685407,141.913577026877
1872,ESP_2018_1,1,4,3,193.75,4,3,31.8122159366481,165.294612685407,197.106828622055
1889,ESP_2018_1,1,6,31,130,6,31,-4.1677975969902,131.871118406178,127.703320809188
1889,ESP_2018_1,1,9,63,128,9,63,-8.46857729542199,131.871118406178,123.402541110756
1893,ESP_2018_1,1,1,6,326.67,1,6,53.2100745412238,286.549020863127,339.759095404351
1893,ESP_2018_1,1,6,120,321.82,6,120,31.6503956433535,286.549020863127,318.19941650648
1900,ESP_2018_1,1,9,107,210,9,107,33.7952242919254,165.532018371795,199.32724266372
1900,ESP_2018_1,1,2,64,150.59,2,64,-11.4635564521819,165.532018371795,154.068461919613
1900,ESP_2018_1,1,6,91,149.57,6,91,-13.7508455955885,165.532018371795,151.781172776206
1901,ESP_2018_1,1,8,80,88.57,8,80,-35.7378374658057,114.440996577948,78.7031591121419
1901,ESP_2018_1,1,9,31,124.29,9,31,12.1148778022881,114.440996577948,126.555874380236
192,ESP_2018_1,1,5,114,74.62,5,114,-31.5391714381133,102.960464831186,71.4212933930729
192,ESP_2018_1,1,3,9,96.57,3,9,0.679782993652125,102.960464831186,103.640247824838
1935,ESP_2018_1,1,1,71,165.38,1,71,-7.96138423193582,178.9217994345,170.960415202565
1935,ESP_2018_1,1,7,62,210,7,62,24.9820766136415,178.9217994345,203.903876048142
1951,ESP_2018_1,1,4,72,108.48,4,72,-15.055623077447,128.835064891066,113.779441813619
1951,ESP_2018_1,1,6,40,131.22,6,40,0.505557641611944,128.835064891066,129.340622532678
1952,ESP_2018_1,1,3,42,178.62,3,42,11.8833724021924,174.746398612656,186.629771014848
1952,ESP_2018_1,1,7,79,182.63,7,79,2.50547405585272,174.746398612656,177.251872668509
1962,ESP_2018_1,1,6,89,171.93,6,89,8.62857783201281,165.60778219938,174.236360031392
197,ESP_2018_1,1,2,16,167.69,2,16,17.4174439194059,156.972689347588,174.390133266994
197,ESP_2018_1,1,7,103,148.84,7,103,-14.2317528645189,156.972689347588,142.74093648307
1985,ESP_2018_1,1,4,45,110,4,45,-15.734830945669,126.95544464469,111.220613699021
1988,ESP_2018_1,1,9,7,192.43,9,7,16.1149030366166,177.484772463467,193.599675500084
1989,ESP_2018_1,1,8,76,145,8,76,7.37088780423659,127.984082489826,135.354970294063
1989,ESP_2018_1,1,8,16,107.5,8,16,-22.4573459504657,127.984082489826,105.52673653936
1991,ESP_2018_1,1,5,73,81,5,73,-17.8885129015725,102.302047496893,84.4135345953206
1991,ESP_2018_1,1,6,53,89.09,6,53,-13.3858903046479,102.302047496893,88.9161571922452
2,ESP_2018_1,1,1,4,161.76,1,4,14.0673461407117,160.472826981133,174.540173121844
2,ESP_2018_1,1,8,105,162.22,8,105,-8.67544223198297,160.472826981133,151.79738474915
200,ESP_2018_1,1,9,46,152.5,9,46,0.0166905607578087,151.945097440077,151.961788000835
2010,ESP_2018_1,1,9,92,107.69,9,92,-8.103681027519,105.54461125577,97.4409302282513
2010,ESP_2018_1,1,5,35,88.7,5,35,-21.1268637384857,105.54461125577,84.4177475172846
2013,ESP_2018_1,1,1,55,91.11,1,55,-28.3703768015857,128.536658709639,100.166281908054
2013,ESP_2018_1,1,3,89,135,3,89,13.6322194613583,128.536658709639,142.168878170998
202,ESP_2018_1,1,9,33,152.22,9,33,0.599977400139949,153.585129711282,154.185107111422
202,ESP_2018_1,1,9,3,155.33,9,3,2.15598590788483,153.585129711282,155.741115619167
202,ESP_2018_1,1,3,119,150,3,119,-2.31542623494929,153.585129711282,151.269703476333
202,ESP_2018_1,1,5,79,150.37,5,79,0.609901487410383,153.585129711282,154.195031198693
2024,ESP_2018_1,1,5,22,76,5,22,-30.8237004952047,103.01708345438,72.1933829591754
2026,ESP_2018_1,1,1,60,80,1,60,-14.139748585184,102.020663346049,87.8809147608655
2026,ESP_2018_1,1,4,126,90.77,4,126,-17.3120171694431,102.020663346049,84.7086461766063
203,ESP_2018_1,1,5,66,180,5,66,11.7862004947107,170.617323275616,182.403523770327
204,ESP_2018_1,1,9,71,158.57,9,71,-8.823255282616,160.867583198761,152.044327916145
204,ESP_2018_1,1,3,53,167,3,53,14.4639826184916,160.867583198761,175.331565817253
2046,ESP_2018_1,1,1,68,220,1,68,19.0645613708526,207.092342450012,226.156903820865
2046,ESP_2018_1,1,7,36,228,7,36,15.7126367850535,207.092342450012,222.804979235066
2050,ESP_2018_1,1,4,70,110,4,70,10.107693498902,104.943290445982,115.050983944884
2050,ESP_2018_1,1,2,2,59.52,2,2,-39.7172638458222,104.943290445982,65.2260266001595
2055,ESP_2018_1,1,5,80,96.67,5,80,-19.1457276853595,119.597829022263,100.452101336903
2055,ESP_2018_1,1,7,33,123.45,7,33,-1.22676836360705,119.597829022263,118.371060658656
206,ESP_2018_1,1,9,69,110,9,69,-14.122505270439,118.013346054243,103.890840783804
206,ESP_2018_1,1,3,49,102.5,3,49,-7.24872484464963,118.013346054243,110.764621209594
2061,ESP_2018_1,1,5,31,208.97,5,31,-6.70317160133712,211.113032765103,204.409861163766
2061,ESP_2018_1,1,4,66,250.67,4,66,44.0146982846298,211.113032765103,255.127731049733
2071,ESP_2018_1,1,3,46,124.38,3,46,-18.944539112662,151.553651792667,132.609112680005
2071,ESP_2018_1,1,9,122,180,9,122,18.7144929706631,151.553651792667,170.26814476333
216,ESP_2018_1,1,4,82,102.11,4,82,-59.9209485299156,167.870984696041,107.950036166125
216,ESP_2018_1,1,7,9,238.46,7,9,69.9760721043377,167.870984696041,237.847056800378
236,ESP_2018_1,1,3,120,160,3,120,3.54083634137339,157.536124276563,161.076960617936
238,ESP_2018_1,1,9,11,146.67,9,11,0.313949129931643,148.262544212797,148.576493342729
238,ESP_2018_1,1,6,101,145,6,101,-2.61845193800565,148.262544212797,145.644092274792
241,ESP_2018_1,1,3,15,202.11,3,15,37.3761567886808,171.508945125196,208.885101913877
241,ESP_2018_1,1,6,84,143.87,6,84,-25.0279476556641,171.508945125196,146.480997469532
2410,ESP_2018_1,1,6,42,173.64,6,42,7.71799276574416,164.163146858125,171.881139623869
2422,ESP_2018_1,1,7,120,159.43,7,120,-4.2262511988645,155.858239985308,151.631988786443
2422,ESP_2018_1,1,1,62,155.09,1,62,6.70948058925708,155.858239985308,162.567720574565
249,ESP_2018_1,1,1,94,256.97,1,94,-1.13237711618052,260.638645673796,259.506268557615
249,ESP_2018_1,1,5,29,288,5,29,22.842280670053,260.638645673796,283.480926343849
249,ESP_2018_1,1,2,87,308.21,2,87,47.8639264184438,260.638645673796,308.50257209224
249,ESP_2018_1,1,9,56,262.5,9,56,-1.04523263831584,260.638645673796,259.59341303548
25,ESP_2018_1,1,6,33,185,6,33,56.778046886513,125.876105920421,182.654152806934
25,ESP_2018_1,1,9,96,95.29,9,96,-41.0584898098811,125.876105920421,84.81761611054
25,ESP_2018_1,1,2,103,121.6,2,103,-4.8008998001917,125.876105920421,121.075206120229
25,ESP_2018_1,1,9,26,95.79,9,26,-27.3338188880559,125.876105920421,98.5422870323653
26,ESP_2018_1,1,2,108,137.78,2,108,5.37685479771491,131.683539491826,137.060394289541
26,ESP_2018_1,1,6,16,113.33,6,16,-18.1314647583682,131.683539491826,113.552074733458
261,ESP_2018_1,1,3,67,100,3,67,-12.9755835386682,121.350613712939,108.37503017427
261,ESP_2018_1,1,5,56,114.67,5,56,-6.29209420900484,121.350613712939,115.058519503934
262,ESP_2018_1,1,4,99,99.18,4,99,-15.9025926563589,118.803169218846,102.900576562488
262,ESP_2018_1,1,7,15,116.17,7,15,-4.97079474497227,118.803169218846,113.832374473874
2625,ESP_2018_1,1,2,14,196.55,2,14,17.1911129616266,185.93954647942,203.130659441047
